country,ICAO,IATA,city_en,name_en,latitude,longitude,timezone,city,name
CH,LSGG,GVA,Geneva,Geneva International Airport,46.23806,6.10895,Europe/Zurich,日内瓦,日内瓦国际机场
CH,LSZH,ZRH,Zurich,Zurich Airport,47.464722,8.549167,Europe/Zurich,苏黎世,苏黎世机场
DE,EDAH,HDF,Heringsdorf,Heringsdorf Airport,53.87825,14.138242,Europe/Berlin
DE,EDDB,SXF,Berlin,Berlin Schonefeld Airport,52.380001,13.5225,Europe/Berlin,柏林,柏林-舍讷费尔德机场
DE,EDDC,DRS,Dresden,Dresden Airport,51.132759,13.76716,Europe/Berlin,德累斯顿,德累斯顿机场
DE,EDDF,FRA,Frankfurt,Frankfurt Airport,50.037796,8.555783,Europe/Berlin,法兰克福,法兰克福机场
DE,EDDG,FMO,Munster,Munster Osnabruck International  Airport,52.13464,7.684831,Europe/Berlin,明斯特,明斯特奥斯纳布吕克国际机场
DE,EDDH,HAM,Hamburg,Hamburg Airport,53.630379,9.988228,Europe/Berlin,汉堡,汉堡机场
DE,EDDK,CGN,Cologne,Cologne Bonn Airport,50.866001,7.143,Europe/Berlin,科隆/波恩,科隆/波恩机场
DE,EDDL,DUS,Dusseldorf,Dusseldorf International Airport,51.289452,6.766775,Europe/Berlin,杜塞尔多夫,杜塞尔多夫机场
DE,EDDM,MUC,Munich,Munich Airport,48.353779,11.78608,Europe/Berlin,慕尼黑,慕尼黑机场
DE,EDDN,NUE,Nurnberg,Nuremberg Airport,49.498699,11.06689,Europe/Berlin,纽伦堡,纽伦堡机场
DE,EDDR,SCN,Saarbrucken,Saarbrucken Airport,49.21455,7.109508,Europe/Berlin,萨尔布吕肯,萨尔布吕肯机场
DE,EDDS,STR,Stuttgart,Stuttgart Airport,48.689869,9.221964,Europe/Berlin,斯图加特,斯图加特机场
DE,EDDT,TXL,Berlin,Berlin Tegel Airport,52.560001,13.288,Europe/Berlin,柏林,柏林-泰格尔奥托·利林塔尔机场
DE,EDDV,HAJ,Hannover,Hannover Langenhagen Airport,52.461048,9.685078,Europe/Berlin,汉诺威,汉诺威-朗根哈根机场
DE,EDDW,BRE,Bremen,Bremen Airport,53.047501,8.786667,Europe/Berlin,不来梅,不来梅机场
DE,EDFM,MHG,Mannheim,Mannheim City Airport,49.472698,8.514264,Europe/Berlin
DE,EDLP,PAD,Paderborn,Paderborn Lippstadt Airport,51.614079,8.616317,Europe/Berlin,帕德博恩/利普施塔特,帕德博恩/利普施塔特机场
DE,EDLW,DTM,Dortmund,Dortmund Airport,51.518311,7.612242,Europe/Berlin,多特蒙德,多特蒙德机场
DE,EDNY,FDH,Friedrichshafen,Friedrichshafen Airport,47.67131,9.511486,Europe/Berlin,腓特烈港,腓特烈港机场
DE,EDVK,KSF,Kassel,Kassel Calden Airport,51.420834,9.392222,Europe/Berlin
DE,EDXW,GWT,Sylt,Sylt Airport,54.91325,8.340472,Europe/Berlin
DE,ETNL,RLG,Rostock,Rostock Laage Airport,53.917999,12.278,Europe/Berlin,罗斯托克,罗斯托克－拉格机场
ES,GCFV,FUE,Fuerteventura,Fuerteventura Airport,28.452709,-13.8637,Atlantic/Canary,富埃特文图拉,富埃特文图拉机场
ES,GCGM,GMZ,La Gomera,La Gomera Airport,28.029722,-17.214722,Atlantic/Canary,戈梅拉,戈梅拉机场
ES,GCHI,VDE,El Hierro,El Hierro Airport,27.81484,-17.886999,Atlantic/Canary,耶罗,耶罗机场
ES,GCLA,SPC,La Palma,La Palma Airport,28.626471,-17.7556,Atlantic/Canary,拉帕尔马,拉帕尔马机场
ES,GCLP,LPA,Gran Canaria,Gran Canaria Airport,27.931881,-15.3865,Atlantic/Canary,大加那利,大加那利机场
ES,GCRR,ACE,Lanzarote,Lanzarote Airport,28.945459,-13.6052,Atlantic/Canary,兰萨罗特,兰萨罗特机场
ES,GCTS,TFS,Tenerife,Tenerife South Airport,28.04447,-16.572399,Atlantic/Canary,特内里费,特内里费南部机场
ES,GCXO,TFN,Tenerife,Tenerife North Airport,28.482651,-16.341499,Atlantic/Canary,特内里费,特内里费北部机场
ES,GEML,MLN,Melilla,Melilla Airport,35.279812,-2.95625,Europe/Madrid,梅利利亚,梅利利亚机场
ES,LEAL,ALC,Alicante,Alicante Airport,38.282162,-0.55815,Europe/Madrid,阿利坎特,阿利坎特-埃尔切机场
ES,LEAM,LEI,Almeria,Almeria Airport,36.843929,-2.37009,Europe/Madrid,阿尔梅里亚,阿尔梅里亚机场
ES,LEAS,OVD,Asturias,Asturias Airport,43.56356,-6.03462,Europe/Madrid,阿斯图里亚斯,阿斯图里亚斯机场
ES,LEBB,BIO,Bilbao,Bilbao Airport,43.30109,-2.9106,Europe/Madrid,毕尔巴鄂,毕尔巴鄂机场
ES,LEBL,BCN,Barcelona,Barcelona El Prat Airport,41.29707,2.078463,Europe/Madrid,巴塞罗那,何塞普·塔拉德利亚斯巴塞罗那-埃尔普拉特机场
ES,LEBZ,BJZ,Badajoz,Badajoz Airport,38.891251,-6.82133,Europe/Madrid,巴达霍斯,巴达霍斯机场
ES,LECO,LCG,A Coruna,A Coruna Airport,43.302059,-8.37725,Europe/Madrid,拉科鲁尼亚,拉科鲁尼亚机场
ES,LEDA,ILD,Lleida,Lleida Alguaire Airport,41.726925,0.539164,Europe/Madrid,莱里达,莱里达-阿尔瓜伊雷机场
ES,LEGE,GRO,Girona,Girona Costa Brava Airport,41.900959,2.760547,Europe/Madrid,赫罗纳,赫罗纳－布拉瓦海岸机场
ES,LEGR,GRX,Granada,Granada Federico Garcia Lorca Airport,37.188728,-3.77735,Europe/Madrid
ES,LEHC,HSK,Huesca,Huesca Pirineos Airport,42.080833,-0.323333,Europe/Madrid
ES,LEIB,IBZ,Ibiza,Ibiza Airport,38.872849,1.373117,Europe/Madrid,伊维萨,伊维萨机场
ES,LEJR,XRY,Jerez,Jerez Airport,36.744621,-6.06011,Europe/Madrid,赫雷斯,赫雷斯机场
ES,LELN,LEN,Leon,Leon Airport,42.58889,-5.655556,Europe/Madrid
ES,LEMD,MAD,Madrid,Madrid Barajas Airport,40.488701,-3.57,Europe/Madrid,马德里,阿道弗·苏亚雷斯马德里-巴拉哈斯机场
ES,LEMG,AGP,Malaga,Malaga Costa Del Sol Airport,36.6749,-4.4991,Europe/Madrid,马拉加,马拉加-太阳海岸机场
ES,LEMH,MAH,Mahon,Mahon Menorca Airport,39.862591,4.218647,Europe/Madrid
ES,LEMI,RMU,Murcia,Murcia Corvera International Airport,37.80405,-1.141831,Europe/Madrid
ES,LEPA,PMI,Palma de Mallorca,Palma de Mallorca Airport,39.55167,2.738808,Europe/Madrid,马略卡岛,马略卡岛帕尔马机场
ES,LEPP,PNA,Pamplona,Pamplona Airport,42.770031,-1.64633,Europe/Madrid,潘普洛纳,潘普洛纳机场
ES,LESO,EAS,San Sebastian,San Sebastian Airport,43.35651,-1.79061,Europe/Madrid,圣塞瓦斯蒂安,圣塞瓦斯蒂安机场
ES,LEST,SCQ,Santiago,Santiago de Compostela Airport,42.896332,-8.41514,Europe/Madrid,圣地亚哥,圣地亚哥-德孔波斯特拉机场
ES,LEVC,VLC,Valencia,Valencia Airport,39.489311,-0.48162,Europe/Madrid,瓦伦西亚,瓦伦西亚机场
