country,IATA,ICAO,city,name,latitude,longitude,timezone,city_en,name_en
AE,AAN,OMAL,Al Ain,Al Ain,24.261699,55.609199,Asia/Dubai,,
AE,AUH,OMAA,阿布扎比,Abu Dhabi,24.43297,54.651131,Asia/Dubai,Abu Dhabi,Abu Dhabi
AE,AZI,OMAD,阿布扎比,Bateen,24.4283,54.458099,Asia/Dubai,,
AE,DHF,OMAM,阿布扎比,Al Dhafra Air Base,24.248199,54.547698,Asia/Dubai,,
AE,DWC,OMDW,迪拜,Al Maktoum,24.88611,55.172222,Asia/Dubai,Dubai,Dubai World Central
AE,DXB,OMDB,迪拜,Dubai,25.252769,55.364441,Asia/Dubai,Dubai,Dubai
AE,FJR,OMFJ,Fujeirah,Fujairah,25.112199,56.324001,Asia/Dubai,,
AE,NHD,OMDM,Minhad AB,Al Minhad Air Base,25.0268,55.366199,Asia/Dubai,,
AE,RKT,OMRK,Ras Al Khaimah,Ras Al Khaimah,25.6135,55.9388,Asia/Dubai,,
AE,SHJ,OMSJ,Sharjah,Sharjah,25.328569,55.517151,Asia/Dubai,Sharjah,Sharjah
AE,XSB,OMBY,Sir Bani Yas Island,Sir Bani Yas,24.283611,52.580278,Asia/Dubai,,
AF,BIN,OABN,Bamyan,Bamiyan,34.817001,67.817001,Asia/Kabul,,
AF,BST,OABT,Lashkar Gah,Bost,31.5597,64.364997,Asia/Kabul,,
AF,CCN,OACC,Chaghcharan,Chakcharan,34.533,65.266998,Asia/Kabul,,
AF,FBD,OAFZ,Faizabad,Fayzabad,37.121101,70.518097,Asia/Kabul,,
AF,HEA,OAHR,Herat,Herat,34.209999,62.228298,Asia/Kabul,,
AF,JAA,OAJL,Jalalabad,Jalalabad,34.399799,70.498596,Asia/Kabul,,
AF,KBL,OAKB,Kabul,Kabul,34.565898,69.212303,Asia/Kabul,,
AF,KDH,OAKN,Kandahar,Kandahar,31.5058,65.847801,Asia/Kabul,,
AF,KHT,OAKS,Khost,Khost,33.3334,69.952003,Asia/Kabul,,
AF,MMZ,OAMN,Maimama,Maimana,35.930801,64.760902,Asia/Kabul,,
AF,MZR,OAMS,Mazar-i-sharif,Mazar I Sharif,36.706901,67.209701,Asia/Kabul,,
AF,OAH,OASD,Shindand,Shindand,33.3913,62.261001,Asia/Kabul,,
AF,OAI,OAIX,Kabul,Bagram Air Base,34.946098,69.264999,Asia/Kabul,,
AF,OAS,OASA,Sharona,Sharana Airstrip,33.12575,68.838517,Asia/Kabul,,
AF,OAZ,OAZI,Camp Bastion,Camp Bastion,31.8638,64.224601,Asia/Kabul,,
AF,TII,OATN,Tarin Kowt,Tarin Kowt,32.604198,65.865798,Asia/Kabul,,
AF,UND,OAUZ,Kunduz,Konduz,36.6651,68.910797,Asia/Kabul,,
AF,ZAJ,OAZJ,Zaranj,Zaranj,30.972222,61.865833,Asia/Kabul,,
AG,ANU,TAPA,Antigua,V.C. Bird,17.13674,-61.792599,America/Antigua,Antigua,Antigua V. C. Bird
AG,BBQ,TAPH,Codrington,Codrington,17.635799,-61.828602,America/Antigua,,
AI,AXA,TQPF,The Valley,Clayton J Lloyd,18.2048,-63.055099,America/Anguilla,,
AL,TIA,LATI,Tirana,Tirana Mother Teresa,41.414742,19.72056,Europe/Tirane,Tirana,Tirana
AM,EVN,UDYZ,Yerevan,Zvartnots,40.14727,44.395882,Asia/Yerevan,Yerevan,Yerevan Zvartnots
AM,LWN,UDSG,Gyumri,Gyumri Shirak,40.7504,43.859298,Asia/Yerevan,,
AO,BUG,FNBG,Benguela,Benguela,-12.609,13.403699,Africa/Luanda,,
AO,CAB,FNCA,Cabinda,Cabinda,-5.59699,12.1884,Africa/Luanda,,
AO,CBT,FNCT,Catumbela,Catumbela,-12.4792,13.4869,Africa/Luanda,,
AO,DUE,FNDU,Dundo,Dundo,-7.400889,20.8185,Africa/Luanda,,
AO,GXG,FNNG,Negage,Negage,-7.754509,15.287699,Africa/Luanda,,
AO,LAD,FNLU,Luanda,Quatro de Fevereiro,-8.85837,13.23117,Africa/Luanda,Luanda,Luanda Quatro de Fevereiro
AO,LBZ,FNLK,Lucapa,Lucapa,-8.445727,20.732086,Africa/Luanda,,
AO,LUO,FNUE,Luena,Luena,-11.768099,19.897699,Africa/Luanda,,
AO,MEG,FNMA,Malanje,Malanje,-9.52509,16.3124,Africa/Luanda,,
AO,MSZ,FNMO,Mocamedes,Namibe,-15.261199,12.1468,Africa/Luanda,,
AO,NOV,FNHU,Huambo,Nova Lisboa,-12.808899,15.760499,Africa/Luanda,,
AO,NZA,FNZG,Nzagi,Nzagi,-7.716939,21.3582,Africa/Luanda,,
AO,PBN,FNPA,Porto Amboim,Porto Amboim,-10.722,13.7655,Africa/Luanda,,
AO,SDD,FNUB,Lubango,Lubango,-14.924699,13.574999,Africa/Luanda,,
AO,SPP,FNME,Menongue,Menongue,-14.6576,17.7198,Africa/Luanda,,
AO,SSY,FNBC,M'banza-congo,Mbanza Congo,-6.269899,14.246999,Africa/Luanda,,
AO,SVP,FNKU,Kuito,Kuito,-12.4046,16.947399,Africa/Luanda,,
AO,SZA,FNSO,Soyo,Soyo,-6.141089,12.3718,Africa/Luanda,,
AO,UGO,FNUG,Uige,Uige,-7.603069,15.027799,Africa/Luanda,,
AO,VHC,FNSA,Saurimo,Saurimo,-9.689069,20.4319,Africa/Luanda,,
AO,VPE,FNGI,Ondjiva,Ngjiva Pereira,-17.0435,15.683799,Africa/Luanda,,
AO,XGN,FNXA,Xangongo,Xangongo,-16.755399,14.965299,Africa/Luanda,,
AQ,TNM,SCRM,Isla Rey Jorge,Teniente Rodolfo Marsh Martin Base,-62.190799,-58.986698,Antarctica/South_Pole,,
AR,AEP,SABE,Buenos Aires,Jorge Newbery Airpark,-34.5592,-58.4156,America/Buenos_Aires,,
AR,AFA,SAMR,San Rafael,Suboficial Ay Santiago Germano,-34.588299,-68.4039,America/Mendoza,,
AR,AOL,SARL,Paso De Los Libres,Paso De Los Libres,-29.6894,-57.1521,America/Cordoba,,
AR,APZ,SAHZ,ZAPALA,Zapala,-38.975498,-70.113602,America/Argentina/Salta,,
AR,ARR,SAVR,Alto Rio Senguer,D. Casimiro Szlapelis,-45.013599,-70.812202,America/Catamarca,,
AR,BHI,SAZB,Bahia Blanca,Comandante Espora,-38.725,-62.1693,America/Buenos_Aires,,
AR,BRC,SAZS,San Carlos De Bariloche,San Carlos De Bariloche,-41.151199,-71.157501,America/Argentina/Salta,,
AR,CNQ,SARC,Corrientes,Corrientes,-27.4455,-58.7619,America/Cordoba,,
AR,COC,SAAC,Concordia,Comodoro Pierrestegui,-31.2969,-57.9966,America/Cordoba,,
AR,COR,SACO,Cordoba,Ingeniero Ambrosio Taravella,-31.323601,-64.207901,America/Cordoba,Cordoba,Cordoba
AR,CPC,SAZY,San Martin Des Andes,Aviador C. Campos,-40.075401,-71.137299,America/Argentina/Salta,,
AR,CRD,SAVC,Comodoro Rivadavia,General E. Mosconi,-45.7853,-67.4655,America/Catamarca,,
AR,CSZ,SAZC,Colonel Suarez,Brigadier D.H.E. Ruiz,-37.446098,-61.889301,America/Buenos_Aires,,
AR,CTC,SANC,Catamarca,Catamarca,-28.5956,-65.751701,America/Catamarca,,
AR,CUT,SAZW,Cutralco,Cutral-Co,-38.939701,-69.264602,America/Argentina/Salta,,
AR,EHL,SAVB,El Bolson,El Bolson,-41.943199,-71.532302,America/Argentina/Salta,,
AR,ELO,SATD,El Dorado,El Dorado,-26.397499,-54.574699,America/Cordoba,,
AR,EPA,SADP,El Palomar,El Palomar,-34.6099,-58.6126,America/Buenos_Aires,,
AR,EQS,SAVE,Esquel,Brigadier Antonio Parodi,-42.908,-71.139503,America/Catamarca,,
AR,EZE,SAEZ,Buenos Aires,Ministro Pistarini,-34.822201,-58.535801,America/Buenos_Aires,Buenos Aires,Buenos Aires Ministro Pistarini
AR,FDO,SADF,San Fernulldo,San Fernulldo,-34.4532,-58.5896,America/Buenos_Aires,,
AR,FMA,SARF,Formosa,Formosa,-26.2127,-58.2281,America/Cordoba,,
AR,FTE,SAWC,El Calafate,El Calafate,-50.2803,-72.053101,America/Argentina/Rio_Gallegos,,
AR,GGS,SAWR,Gobernador Gregores,Gobernador Gregores,-48.7831,-70.150002,America/Argentina/Rio_Gallegos,,
AR,GHU,SAAG,Gualeguaychu,Gualeguaychu,-33.0103,-58.6131,America/Cordoba,,
AR,GNR,SAHR,Fuerte Gral Roca,Dr. Arturo H. Illia,-39.000701,-67.620498,America/Argentina/Salta,,
AR,GPO,SAZG,General Pico,General Pico,-35.696201,-63.7583,America/Argentina/Salta,,
AR,HOS,SAHC,Chosmadal,Chos Malal,-37.444698,-70.222503,America/Argentina/Salta,,
AR,IGB,SAVJ,Ingeniero Jacobacci,Cabo F.A.A. H. R. Bordón,-41.320899,-69.574897,America/Argentina/Salta,,
AR,IGR,SARI,Iguazu Falls,Cataratas Del Iguazú,-25.737301,-54.4734,America/Cordoba,,
AR,ING,SAWA,El Calafate,Lago Argentino,-50.336102,-72.248596,America/Argentina/Rio_Gallegos,,
AR,IRJ,SANL,La Rioja,Capitan V A Almonacid,-29.381599,-66.795799,America/Argentina/La_Rioja,,
AR,JNI,SAAJ,Junin,Junin,-34.5459,-60.9306,America/Buenos_Aires,,
AR,JSM,SAWS,Jose de San Martin,Jose De San Martin,-44.048599,-70.4589,America/Catamarca,,
AR,JUJ,SASJ,Jujuy,Gobernador Horacio Guzman,-24.392799,-65.097801,America/Jujuy,,
AR,LGS,SAMM,Malargue,Comodoro D.R. Salomón,-35.493598,-69.574302,America/Mendoza,,
AR,LHS,SAVH,Las Heras,Las Heras,-46.538299,-68.965301,America/Argentina/Rio_Gallegos,,
AR,LPG,SADL,La Plata,La Plata,-34.9722,-57.8947,America/Buenos_Aires,,
AR,LUQ,SAOU,San Luis,Brigadier Mayor D Cesar Raul Ojeda,-33.2732,-66.356399,America/Argentina/San_Luis,,
AR,MCS,SARM,Monte Caseros,Monte Caseros,-30.2719,-57.6402,America/Cordoba,,
AR,MDQ,SAZM,Mar Del Plata,Ástor Piazzola,-37.9342,-57.5733,America/Buenos_Aires,,
AR,MDZ,SAME,Mendoza,El Plumerillo,-32.831699,-68.7929,America/Mendoza,,
AR,NEC,SAZO,Necochea,Necochea,-38.4831,-58.8172,America/Buenos_Aires,,
AR,NQN,SAZN,Neuquen,Presidente Peron,-38.949001,-68.155701,America/Argentina/Salta,,
AR,OES,SAVN,San Antonio Oeste,Antoine de Saint Exupéry,-40.7512,-65.0343,America/Argentina/Salta,,
AR,ORA,SASO,Oran,Orán,-23.152799,-64.3292,America/Argentina/Salta,,
AR,OVR,SAZF,Olavarria,Olavarria,-36.889999,-60.216598,America/Buenos_Aires,,
AR,OYA,SATG,Goya,Goya,-29.1058,-59.2189,America/Cordoba,,
AR,OYO,SAZH,Tres Arroyos,Tres Arroyos,-38.3869,-60.3297,America/Buenos_Aires,,
AR,PEH,SAZP,Pehuajo,Comodoro Pedro Zanni,-35.8446,-61.8576,America/Buenos_Aires,,
AR,PMQ,SAWP,Perito Moreno,Perito Moreno,-46.537899,-70.978699,America/Argentina/Rio_Gallegos,,
AR,PMY,SAVY,Puerto Madryn,El Tehuelche,-42.7592,-65.1027,America/Catamarca,,
AR,PRA,SAAP,Parana,General Urquiza,-31.7948,-60.4804,America/Cordoba,,
AR,PSS,SARP,Posadas,Libertador Gral D Jose De San Martin,-27.3858,-55.9707,America/Cordoba,,
AR,PUD,SAWD,Puerto Deseado,Puerto Deseado,-47.7353,-65.9041,America/Argentina/Rio_Gallegos,,
AR,RCQ,SATR,Reconquista,Reconquista,-29.2103,-59.68,America/Cordoba,,
AR,RCU,SAOC,Rio Cuarto,Area De Material,-33.085098,-64.261299,America/Cordoba,,
AR,RDS,SAHS,Rincon de los Sauces,Rincon De Los Sauces,-37.390598,-68.904197,America/Argentina/Salta,,
AR,REL,SAVT,Trelew,Almirante Marco Andres Zar,-43.2105,-65.2703,America/Catamarca,,
AR,RES,SARE,Resistencia,Resistencia,-27.45,-59.0561,America/Cordoba,,
AR,RGA,SAWE,Rio Grande,Hermes Quijada,-53.7777,-67.7494,America/Argentina/Ushuaia,,
AR,RGL,SAWG,Rio Gallegos,Piloto Civil N. Fernández,-51.6089,-69.3126,America/Argentina/Rio_Gallegos,,
AR,RHD,SANR,Rio Hondo,Termas de Río Hondo,-27.4966,-64.93595,America/Cordoba,,
AR,ROS,SAAR,Rosario,Islas Malvinas,-32.9036,-60.785,America/Cordoba,,
AR,RSA,SAZR,Santa Rosa,Santa Rosa,-36.588299,-64.275703,America/Argentina/Salta,,
AR,RZA,SAWU,Santa Cruz,Santa Cruz,-50.0165,-68.5792,America/Argentina/Rio_Gallegos,,
AR,SDE,SANE,Santiago Del Estero,Vicecomodoro Angel D. La Paz Aragonés,-27.765556,-64.309997,America/Cordoba,,
AR,SFN,SAAV,Santa Fe,Sauce Viejo,-31.7117,-60.8117,America/Cordoba,,
AR,SGV,SAVS,Sierra Grande,Sierra Grande,-41.591701,-65.339401,America/Argentina/Salta,,
AR,SLA,SASA,Salta,Martin Miguel De Guemes,-24.856,-65.486198,America/Argentina/Salta,,
AR,SST,SAZL,Santa Teresita,Santa Teresita,-36.5423,-56.7218,America/Buenos_Aires,,
AR,TDL,SAZT,Tandil,Héroes De Malvinas,-37.2374,-59.227901,America/Buenos_Aires,,
AR,TTG,SAST,Tartagal,General Enrique Mosconi,-22.6196,-63.793701,America/Argentina/Salta,,
AR,TUC,SANT,Tucuman,Teniente Benjamin Matienzo,-26.8409,-65.104897,America/Argentina/Tucuman,,
AR,UAQ,SANU,San Julian,Domingo Faustino Sarmiento,-31.571501,-68.418198,America/Argentina/San_Juan,,
AR,ULA,SAWJ,San Julian,Capitan D Daniel Vazquez,-49.3068,-67.8026,America/Argentina/Rio_Gallegos,,
AR,USH,SAWH,Ushuaia,Malvinas Argentinas,-54.8433,-68.2958,America/Argentina/Ushuaia,,
AR,UZU,SATU,Curuzu Cuatia,Curuzu Cuatia,-29.7706,-57.9789,America/Cordoba,,
AR,VDM,SAVV,Viedma,Gobernador Castello,-40.8692,-63.0004,America/Argentina/Salta,,
AR,VDR,SAOD,Villa Dolores,Villa Dolores,-31.945199,-65.146301,America/Cordoba,,
AR,VLG,SAZV,Villa Gesell,Villa Gesell,-37.2354,-57.0292,America/Buenos_Aires,,
AR,VME,SAOR,Villa Reynolds,Villa Reynolds,-33.7299,-65.387397,America/Argentina/San_Luis,,
AS,FTI,NSFQ,Fiti\'uta,Fitiuta,-14.2172,-169.425003,Pacific/Pago_Pago,,
AS,PPG,NSTU,Pago Pago,Pago Pago,-14.3316,-170.710999,Pacific/Pago_Pago,Pago Pago,Pago Pago
AT,GRZ,LOWG,Graz,Graz,46.991058,15.43962,Europe/Vienna,Graz,Graz
AT,HOH,LOIH,Hohenems,Hohenems-Dornbirn,47.384998,9.699999,Europe/Vienna,,
AT,INN,LOWI,Innsbruck,Innsbruck,47.260208,11.34396,Europe/Vienna,Innsbruck,Innsbruck Kranebitten
AT,KLU,LOWK,Klagenfurt,Klagenfurt,46.642502,14.3377,Europe/Vienna,,
AT,LNZ,LOWL,Linz,Linz Hörsching,48.233212,14.18751,Europe/Vienna,Linz,Linz
AT,SZG,LOWS,Salzburg,Salzburg,47.793301,13.00433,Europe/Vienna,Salzburg,Salzburg
AT,VIE,LOWW,维也纳,Vienna,48.110271,16.569719,Europe/Vienna,Vienna,Vienna
AU,ABM,YBAM,Amberley,Northern Peninsula,-10.9508,142.459,Australia/Brisbane,,
AU,ABX,YMAY,Albury,Albury,-36.067798,146.957992,Australia/Sydney,,
AU,ACF,YBAF,布里斯班,布里斯班 Archerfield,-27.570299,153.007995,Australia/Brisbane,,
AU,ADL,YPAD,阿德莱德,阿德莱德,-34.945,138.530502,Australia/Adelaide,Adelaide,Adelaide
AU,ALH,YABA,Albany,Albany,-34.943298,117.808998,Australia/Perth,,
AU,ARM,YARM,Armidale,Armidale,-30.528099,151.617004,Australia/Sydney,,
AU,ASP,YBAS,Alice Springs,Alice Springs,-23.806699,133.901992,Australia/Darwin,,
AU,AUU,YAUR,Aurukun,Aurukun,-13.354067,141.72065,Australia/Brisbane,,
AU,AVV,YMAV,Avalon,Avalon,-38.039398,144.468994,Australia/Hobart,,
AU,AYQ,YAYE,Uluru,Ayers Rock Connellan,-25.1861,130.975998,Australia/Darwin,,
AU,BBL,YLLE,Ballera,Ballera,-27.405633,141.809458,Australia/Brisbane,,
AU,BCI,YBAR,Barcaldine,Barcaldine,-23.565299,145.307006,Australia/Brisbane,,
AU,BDB,YBUD,Bundaberg,Bundaberg,-24.9039,152.319,Australia/Brisbane,,
AU,BDD,YBAU,Badu Island,Badu Island,-10.149999,142.1734,Australia/Brisbane,,
AU,BEO,YPEC,Lake Macquarie,Lake Macquarie,-33.0667,151.647995,Australia/Sydney,,
AU,BEU,YBIE,Bedourie,Bedourie,-24.346099,139.460006,Australia/Brisbane,,
AU,BHQ,YBHI,Broken Hill,Broken Hill,-32.001399,141.472,Australia/Adelaide,,
AU,BHS,YBTH,Bathurst,Bathurst,-33.4094,149.651992,Australia/Sydney,,
AU,BKQ,YBCK,Blackall,Blackall,-24.427799,145.429,Australia/Brisbane,,
AU,BLT,YBTR,Blackwater,Blackwater,-23.603099,148.807006,Australia/Brisbane,,
AU,BME,YBRM,Broome,Broome,-17.9447,122.232002,Australia/Perth,,
AU,BMP,YBPI,Brampton Island,Brampton Island,-20.8033,149.270004,Australia/Brisbane,,
AU,BNE,YBBN,布里斯班,布里斯班,-27.3841,153.117493,Australia/Brisbane,Brisbane,Brisbane
AU,BNK,YBNA,Ballina Byron Bay,Ballina Byron Gateway,-28.8339,153.561996,Australia/Sydney,,
AU,BQB,YBLN,Brusselton,Busselton Regional,-33.688423,115.401596,Australia/Perth,,
AU,BQL,YBOU,Boulia,Boulia,-22.913299,139.899993,Australia/Brisbane,,
AU,BRK,YBKE,Bourke,Bourke,-30.039199,145.951995,Australia/Sydney,,
AU,BRT,YBTI,Bathurst Island,Bathurst Island,-11.7692,130.619995,Australia/Darwin,,
AU,BSJ,YBNS,Bairnsdale,Bairnsdale,-37.8875,147.567993,Australia/Hobart,,
AU,BUC,YBKT,Burketown,Burketown,-17.7486,139.533996,Australia/Brisbane,,
AU,BVI,YBDV,Birdsville,Birdsville,-25.897499,139.348007,Australia/Brisbane,,
AU,BWB,YBWX,Barrow Island,Barrow Island,-20.8644,115.405998,Australia/Perth,,
AU,BWT,YWYY,Burnie,Wynyard,-40.998901,145.731002,Australia/Melbourne,,
AU,BWU,YSBK,悉尼,Sydney Bankstown,-33.9244,150.988006,Australia/Sydney,,
AU,BXG,YBDG,Bendigo,Bendigo,-36.739398,144.330001,Australia/Hobart,,
AU,CAZ,YCBA,Cobar,Cobar,-31.538299,145.794006,Australia/Sydney,,
AU,CBR,YSCB,Canberra,Canberra,-35.3069,149.195007,Australia/Sydney,,
AU,CCL,YCCA,Chinchilla,Chinchilla,-26.774999,150.617004,Australia/Brisbane,,
AU,CDA,YCOO,Cooinda,Cooinda,-12.9033,132.531997,Australia/Darwin,,
AU,CDU,YSCN,Camden,Camden,-34.040298,150.686996,Australia/Sydney,,
AU,CED,YCDU,Ceduna,Ceduna,-32.130599,133.710006,Australia/Adelaide,,
AU,CES,YCNK,Cessnock,Cessnock,-32.787498,151.341995,Australia/Sydney,,
AU,CFS,YSCH,Coff's Harbour,Coffs Harbour,-30.3206,153.115997,Australia/Sydney,,
AU,CMA,YCMU,Cunnamulla,Cunnamulla,-28.03,145.621994,Australia/Brisbane,,
AU,CNB,YCNM,Coonamble,Coonamble,-30.983299,148.376007,Australia/Sydney,,
AU,CNC,YCCT,Coconut Island,Coconut Island,-10.05,143.070007,Australia/Brisbane,,
AU,CNJ,YCCY,Cloncurry,Cloncurry,-20.6686,140.503997,Australia/Brisbane,,
AU,CNS,YBCS,凯恩斯,Cairns,-16.885799,145.755203,Australia/Brisbane,Cairns,Cairns
AU,COJ,YCBB,Coonabarabran,Coonabarabran,-31.3325,149.266998,Australia/Sydney,,
AU,CPD,YCBP,Coober Pedy,Coober Pedy,-29.04,134.720993,Australia/Adelaide,,
AU,CTL,YBCV,Charlieville,Charleville,-26.413299,146.261993,Australia/Brisbane,,
AU,CTN,YCKN,Cooktown,Cooktown,-15.4447,145.184005,Australia/Brisbane,,
AU,CUQ,YCOE,Coen,Coen,-13.761133,143.113311,Australia/Brisbane,,
AU,CVQ,YCAR,Carnarvon,Carnarvon,-24.880211,113.67174,Australia/Perth,,
AU,DBO,YSDU,Dubbo,Dubbo City Regional,-32.216701,148.574996,Australia/Sydney,,
AU,DGE,YMDG,Mudgee,Mudgee,-32.5625,149.610992,Australia/Sydney,,
AU,DKI,YDKI,Dunk Island,Dunk Island,-17.941699,146.139999,Australia/Brisbane,,
AU,DMD,YDMG,Doomadgee,Doomadgee,-17.9403,138.822006,Australia/Brisbane,,
AU,DPO,YDPO,Devonport,Devonport,-41.1697,146.429992,Australia/Melbourne,,
AU,DRB,YDBY,Derby,Derby,-17.37,123.661003,Australia/Perth,,
AU,DRW,YPDN,Darwin,Darwin,-12.4147,130.876663,Australia/Darwin,Darwin,Darwin
AU,EDR,YPMP,Pormpuraaw,Pormpuraaw,-14.896451,141.60908,Australia/Brisbane,,
AU,ELC,YELD,Elcho Island,Elcho Island,-12.019399,135.570999,Australia/Darwin,,
AU,EMD,YEML,Emerald,Emerald,-23.567499,148.179,Australia/Brisbane,,
AU,EPR,YESP,Esperance,Esperance,-33.684399,121.822998,Australia/Perth,,
AU,FIZ,YFTZ,Fitzroy Crossing,Fitzroy Crossing,-18.1819,125.558998,Australia/Perth,,
AU,FLS,YFLI,Flinders Island,Flinders Island,-40.091701,147.992996,Australia/Melbourne,,
AU,FOS,YFRT,Forrest,Forrest,-30.8381,128.115005,Australia/Perth,,
AU,GAH,YGAY,Gayndah,Gayndah,-25.6144,151.619003,Australia/Brisbane,,
AU,GET,YGEL,Geraldton,Geraldton,-28.796101,114.707001,Australia/Perth,,
AU,GEX,YGLG,Geelong,Geelong,-38.224998,144.332992,Australia/Hobart,,
AU,GFF,YGTH,Griffith,Griffith,-34.250801,146.067001,Australia/Sydney,,
AU,GFN,YGFN,Grafton,Grafton,-29.759399,153.029998,Australia/Sydney,,
AU,GIC,YBOI,Boigu,Boigu,-9.23278,142.218002,Australia/Brisbane,,
AU,GKL,YGKL,Great Keppel Island,Great Keppel Is,-23.1833,150.942001,Australia/Brisbane,,
AU,GLI,YGLI,Glen Innes,Glen Innes,-29.674999,151.688995,Australia/Sydney,,
AU,GLT,YGLA,Gladstone,Gladstone,-23.869699,151.223007,Australia/Brisbane,,
AU,GOV,YPGV,Gove,Gove,-12.269399,136.817993,Australia/Darwin,,
AU,GTE,YGTE,Groote Eylandt,Groote Eylandt,-13.975,136.460006,Australia/Darwin,,
AU,GUL,YGLB,Goulburn,Goulburn,-34.810298,149.725997,Australia/Sydney,,
AU,GYL,YARG,Argyle,Argyle,-16.6369,128.451004,Australia/Perth,,
AU,HBA,YMHB,Hobart,Hobart,-42.836101,147.509994,Australia/Melbourne,,
AU,HCQ,YHLC,Halls Creek,Halls Creek,-18.2339,127.669998,Australia/Perth,,
AU,HGD,YHUG,Hughenden,Hughenden,-20.815,144.225006,Australia/Brisbane,,
AU,HID,YHID,Horn Island,Horn Island,-10.5864,142.289993,Australia/Brisbane,,
AU,HLT,YHML,Hamilton,Hamilton,-37.648899,142.065002,Australia/Hobart,,
AU,HOK,YHOO,Hooker Creek,Hooker Creek,-18.3367,130.638,Australia/Darwin,,
AU,HTI,YBHM,Hamilton Island,Hamilton Island,-20.3581,148.951995,Australia/Brisbane,,
AU,HVB,YHBA,Hervey Bay,Hervey Bay,-25.318899,152.880004,Australia/Brisbane,,
AU,IFL,YIFL,Innisfail,Innisfail,-17.5594,146.011993,Australia/Brisbane,,
AU,IRG,YLHR,Lockhart River,Lockhart River,-12.7869,143.304993,Australia/Brisbane,,
AU,ISA,YBMA,Mount Isa,Mount Isa,-20.6639,139.488998,Australia/Brisbane,,
AU,IVR,YIVL,Inverell,Inverell,-29.888299,151.143997,Australia/Sydney,,
AU,JAB,YJAB,Jabiru,Jabiru,-12.6583,132.893005,Australia/Darwin,,
AU,JAD,YPJT,Perth,Perth Jandakot,-32.097499,115.880996,Australia/Perth,,
AU,JCK,YJLC,Julia Creek,Julia Creek,-20.6683,141.723007,Australia/Brisbane,,
AU,JHQ,YSHR,Shute Harbour,Shute Harbour,-20.277221,148.755556,Australia/Brisbane,,
AU,KAX,YKBR,Kalbarri,Kalbarri,-27.692813,114.259169,Australia/Perth,,
AU,KFE,YFDF,Cloudbreak,Fortescue - Dave Forrest Aerodrome,-22.290754,119.437143,Australia/Perth,,
AU,KFG,YKKG,Kalkgurung,Kalkgurung,-17.4319,130.807998,Australia/Darwin,,
AU,KGC,YKSC,Kingscote,Kingscote,-35.713901,137.520996,Australia/Adelaide,,
AU,KGI,YPKG,Kalgoorlie,Kalgoorlie Boulder,-30.7894,121.461997,Australia/Perth,,
AU,KNS,YKII,King Island,King Island,-39.877498,143.878005,Australia/Melbourne,,
AU,KNX,YPKU,Kununurra,Kununurra,-15.7781,128.707992,Australia/Perth,,
AU,KRB,YKMB,Karumba,Karumba,-17.456699,140.830001,Australia/Brisbane,,
AU,KTA,YPKA,Karratha,Karratha,-20.7122,116.773002,Australia/Perth,,
AU,KTR,YPTN,Katherine,Tindal,-14.5211,132.378005,Australia/Darwin,,
AU,KUG,YKUB,Kubin,Kubin,-10.225,142.218002,Australia/Brisbane,,
AU,KWM,YKOW,Kowanyama,Kowanyama,-15.4856,141.751007,Australia/Brisbane,,
AU,KYI,YYTA,Yalata,Yalata Mission,-31.4706,131.824996,Australia/Adelaide,,
AU,LDH,YLHI,Lord Howe Island,Lord Howe Island,-31.538299,159.076995,Australia/Lord_Howe,,
AU,LEA,YPLM,Learmonth,Learmonth,-22.235599,114.088996,Australia/Perth,,
AU,LEL,YLEV,Lake Evella,Lake Evella,-12.4989,135.805999,Australia/Darwin,,
AU,LER,YLST,Leinster,Leinster,-27.843299,120.703002,Australia/Perth,,
AU,LGH,YLEC,Leigh Creek,Leigh Creek,-30.5983,138.425994,Australia/Adelaide,,
AU,LHG,YLRD,Lightning Ridge,Lightning Ridge,-29.456699,147.983993,Australia/Sydney,,
AU,LNO,YLEO,Leonora,Leonora,-28.878099,121.315002,Australia/Perth,,
AU,LRE,YLRE,Longreach,Longreach,-23.4342,144.279998,Australia/Brisbane,,
AU,LST,YMLT,Launceston,Launceston,-41.545299,147.214004,Australia/Melbourne,,
AU,LSY,YLIS,Lismore,Lismore,-28.830299,153.259994,Australia/Sydney,,
AU,LVO,YLTN,Laverton,Laverton,-28.613599,122.424003,Australia/Perth,,
AU,LZR,YLZI,Lizard Island,Lizard Island,-14.673273,145.454571,Australia/Brisbane,,
AU,MBH,YMYB,Maryborough,Maryborough,-25.5133,152.714996,Australia/Brisbane,,
AU,MBW,YMMB,墨尔本,Melbourne Moorabbin,-37.975799,145.102005,Australia/Hobart,,
AU,MCV,YMHU,McArthur River Mine,McArthur River Mine,-16.442499,136.083999,Australia/Darwin,,
AU,MCY,YBSU,Maroochydore,Sunshine Coast,-26.6033,153.091095,Australia/Brisbane,Sunshine Coast,Sunshine Coast
AU,MEB,YMEN,墨尔本,Melbourne Essendon,-37.7281,144.901993,Australia/Hobart,,
AU,MEL,YMML,墨尔本,Melbourne,-37.673302,144.843307,Australia/Melbourne,Melbourne,Melbourne
AU,MGB,YMTG,Mount Gambier,Mount Gambier,-37.745601,140.785003,Australia/Adelaide,,
AU,MGT,YMGB,Milingimbi,Milingimbi,-12.0944,134.893997,Australia/Darwin,,
