country,ICAO,IATA,city_en,name_en,latitude,longitude,timezone,city,name
JP,ROIG,ISG,Ishigaki,Ishigaki New Airport,24.396389,124.245003,Asia/Tokyo,石垣,Ishigaki
JP,ROKJ,UEO,Kumejima,Kumejima Airport,26.363501,126.713799,Asia/Tokyo,Kumejima,Kumejima
JP,ROKR,KJP,,,26.1683,127.292999,Asia/Tokyo,Kerama,Kerama
JP,ROMD,MMD,Minamidaito,Minami-daito,25.846531,131.263397,Asia/Tokyo,Minami Daito,Minami-Daito
JP,ROMY,MMY,Miyako,Miyako Airport,24.782829,125.295097,Asia/Tokyo,宫古,Miyako
JP,RORA,AGJ,,,26.5925,127.240997,Asia/Tokyo,Aguni,Aguni
JP,RORK,KTD,Kitadaito,Kitadaito Airport,25.944719,131.326904,Asia/Tokyo,Kitadaito,Kitadaito
JP,RORS,SHI,Shimojishima,Shimojishima Airport,24.82666,125.144699,Asia/Tokyo,Shimojishima,Shimojishima
JP,RORT,TRA,Tarama,Tarama Airport,24.6539,124.675003,Asia/Tokyo,Tarama,Tarama
JP,RORY,RNJ,Yoronjima,Yoronjima Yoron Airport,27.043961,128.401505,Asia/Tokyo,Yoron,Yoron
JP,ROYN,OGN,Yonaguni,Yonaguni Airport,24.46694,122.977699,Asia/Tokyo,Yonaguni Jima,Yonaguni
