country,ICAO,IATA,city,city_en,name,name_en,latitude,longitude,timezone
CN,ZYDQ,DQA,大庆,Daqing,大庆萨尔图机场,Daqing Sartu,46.748684,125.139725,Asia/Shanghai
CN,ZYDU,DTU,五大连池,Wudalianchi,五大连池德都机场,Dedu,48.440556,126.127777,Asia/Shanghai
CN,ZYFY,FYJ,抚远,Fuyuan,抚远东极机场,Fuyuan Dongji,48.199493,134.36644,Asia/Shanghai
CN,ZYHB,HRB,哈尔滨,Harbin,哈尔滨太平国际机场,Taiping,45.623402,126.250298,Asia/Shanghai
CN,ZYHE,HEK,黑河,Heihe,黑河瑷珲机场,Heihe,50.171619,127.308884,Asia/Shanghai
CN,ZYJD,JGD,大兴安岭,Jiagedaqi,加格达奇机场,Jiagedaqi,50.371387,124.1175,Asia/Shanghai
CN,ZYJM,JMU,佳木斯,Jiamusi,佳木斯东郊机场,Jiamusi Dongjiao,46.845394,130.455414,Asia/Shanghai
CN,ZYJS,JSJ,同江,Jiansanjiang,建三江湿地机场,Jiansanjiang,47.108055,132.656387,Asia/Shanghai
CN,ZYJX,JXA,鸡西,Jixi,鸡西兴凯湖机场,Jixi,45.306084,130.99675,Asia/Shanghai
CN,ZYJZ,JNZ,锦州,Jinzhou,锦州湾机场,Jinzhou Bay,40.936111,121.276947,Asia/Shanghai
CN,ZYLD,LDS,伊春,Yichun,伊春林都机场,Yichun Lindu,47.751827,129.01799,Asia/Shanghai
CN,ZYMD,MDG,牡丹江,Mudanjiang,牡丹江海浪国际机场,Mudanjiang Hailang,44.52,129.559998,Asia/Shanghai
CN,ZYMH,OHE,漠河,Mohe,漠河古莲机场,Mohe Gulian,52.921131,122.420593,Asia/Shanghai
CN,ZYQQ,NDG,齐齐哈尔,Qiqihar,齐齐哈尔三家子机场,Qiqihar Sanjiazi,47.316666,123.916664,Asia/Shanghai
CN,ZYSQ,YSQ,松原,Songyuan,松原查干湖机场,ChaGanHu,44.930561,124.550827,Asia/Shanghai
CN,ZYTL,DLC,大连,Dalian,大连周水子国际机场,Dalian Zhoushuizi,38.96566,121.538597,Asia/Shanghai
CN,ZYTN,TNH,通化,Tonghua,通化三源浦机场,Tonghua Sanyuanpu,42.253887,125.703331,Asia/Shanghai
CN,ZYTX,SHE,沈阳,Shenyang,沈阳桃仙国际机场,Taoxian,41.639839,123.483398,Asia/Shanghai
CN,ZYYJ,YNJ,延边,Yanji,延吉朝阳川国际机场,Yanji Chaoyangchuan,42.885661,129.439362,Asia/Shanghai
CN,ZYYK,YKH,营口,Yingkou,营口兰旗机场,Yingkou Lanqi,40.540833,122.35833,Asia/Shanghai
HK,VHHH,HKG,香港,Hong Kong,香港赤鱲角,Chek Lap Kok,22.309616,113.916237,Asia/Hong_Kong
HK,VHSS,HHP,香港,Hong Kong,港澳客运码头,Hong Kong–Macau Ferry Terminal,22.289371,114.152153,Asia/Hong_Kong
MO,VMMC,MFM,澳门,Macau,,,22.149549,113.591499,Asia/Macau
TW,RCBS,KNH,金门,Kinmen,,,24.427891,118.3591,Asia/Taipei
TW,RCFG,LZN,马祖,Matsu,,,26.1597,119.958397,Asia/Taipei
TW,RCFN,TTT,台东,Taitung,,,22.75498,121.101601,Asia/Taipei
TW,RCGI,GNI,绿岛,Green Island,,,22.6739,121.466003,Asia/Taipei
TW,RCKH,KHH,高雄,Kaohsiung,,,22.577089,120.349998,Asia/Taipei
TW,RCKU,CYI,嘉义,Chiayi,,,23.461799,120.392997,Asia/Taipei
TW,RCKW,HTW,恒春,Hengchun,,,22.041099,120.730003,Asia/Taipei
TW,RCLG,TXG,台中,Taichung,,,24.1863,120.653999,Asia/Taipei
TW,RCLY,KYD,兰屿,Lanyu,,,22.027,121.535003,Asia/Taipei
TW,RCMQ,RMQ,台中,Taichung,,,24.26466,120.620499,Asia/Taipei
TW,RCMT,MFK,马祖,Matsu,,,26.223888,120.002502,Asia/Taipei
TW,RCNN,TNN,台南,Tainan,,,22.950359,120.205704,Asia/Taipei
TW,RCQC,MZG,澎湖,Penghu,,,23.568661,119.628304,Asia/Taipei
TW,RCSQ,PIF,屏东,Pingtung,,,22.700199,120.482002,Asia/Taipei
TW,RCSS,TSA,台北,Taipei,台北松山,Taipei Songshan,25.069719,121.552498,Asia/Taipei
TW,RCTP,TPE,台北,Taipei,台北桃园,Taipei Taoyuan,25.07773,121.232803,Asia/Taipei
TW,RCWA,WOT,望安,Wang-An,,,23.367372,119.502777,Asia/Taipei
TW,RCYU,HUN,花莲,Hualien,,,24.02333,121.61,Asia/Taipei
